concept_set_id,concept_set_name,project_id,assigned_informatician,assigned_sme,status,stage,intention,n3c_reviewer,alias,archived,created_by,created_at
[VSAC] Inadequate Housing Goals ,[VSAC] Inadequate Housing Goals ,,a39723f3-dc9c-48ce-90ff-06891c29114f,a39723f3-dc9c-48ce-90ff-06891c29114f,Under Construction,Awaiting Editing,"Clinical Focus: ""<insert metadata> -  - The terms in this value set represent the goals associated with inadequate housing as identified by the Gravity Project""; Data Element Scope: Supports the exchange of data for the Gravity SDOH Clinical Care FHIR implementation guide as well as other uses of this SDOH terms.; Inclusion Criteria: Includes SNOMED CT goals that have been identified through the Gravity Project community consensus voting process",,,False,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-03-02T19:16:26.896Z
[VSAC] Inadequate Housing Interventions ,[VSAC] Inadequate Housing Interventions ,,a39723f3-dc9c-48ce-90ff-06891c29114f,a39723f3-dc9c-48ce-90ff-06891c29114f,Under Construction,Awaiting Editing,"Clinical Focus: ""<insert metadata> -  - The terms in this value set represent the interventions associated with inadequate housing as identified by the Gravity Project""; Data Element Scope: Supports the exchange of data for the Gravity SDOH Clinical Care FHIR implementation guide as well as other uses of this SDOH terms.; Inclusion Criteria: Includes SNOMED CT interventions that have been identified through the Gravity Project community consensus voting process",,,False,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-03-02T19:16:26.896Z
[VSAC] Intimate Partner Violence Diagnoses ,[VSAC] Intimate Partner Violence Diagnoses ,,a39723f3-dc9c-48ce-90ff-06891c29114f,a39723f3-dc9c-48ce-90ff-06891c29114f,Under Construction,Awaiting Editing,Clinical Focus: <insert metadata> -  The terms in this value set represent the diagnoses associated with Intimate Partner Violence as identified by the Gravity Project; Data Element Scope: Supports the exchange of data for the Gravity SDOH Clinical Care FHIR implementation guide as well as other uses of these SDOH terms.; Inclusion Criteria: Includes SNOMED CT diagnoses that have been identified through the Gravity Project community consensus voting process,,,False,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-03-02T19:16:26.897Z
[VSAC] Intimate Partner Violence Goals ,[VSAC] Intimate Partner Violence Goals ,,a39723f3-dc9c-48ce-90ff-06891c29114f,a39723f3-dc9c-48ce-90ff-06891c29114f,Under Construction,Awaiting Editing,Clinical Focus: <insert metadata> -  - The terms in this value set represent the goals associated with Intimate Partner Violence as identified by the Gravity Project; Data Element Scope: Supports the exchange of data for the Gravity SDOH Clinical Care FHIR implementation guide as well as other uses of these SDOH terms.; Inclusion Criteria: Includes SNOMED CT goals that have been identified through the Gravity Project community consensus voting process,,,False,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-03-02T19:16:26.897Z
[VSAC] Intimate Partner Violence Interventions ,[VSAC] Intimate Partner Violence Interventions ,,a39723f3-dc9c-48ce-90ff-06891c29114f,a39723f3-dc9c-48ce-90ff-06891c29114f,Under Construction,Awaiting Editing,Clinical Focus: <insert metadata> -  - The terms in this value set represent the interventions associated with Intimate Partner Violence as identified by the Gravity Project; Data Element Scope: Supports the exchange of data for the Gravity SDOH Clinical Care FHIR implementation guide as well as other uses of these SDOH terms.; Inclusion Criteria: Includes SNOMED CT interventions that have been identified through the Gravity Project community consensus voting process,,,False,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-03-02T19:16:26.897Z
[VSAC] Less than high school education Goals ,[VSAC] Less than high school education Goals ,,a39723f3-dc9c-48ce-90ff-06891c29114f,a39723f3-dc9c-48ce-90ff-06891c29114f,Under Construction,Awaiting Editing,Clinical Focus: <insert metadata> -  - The terms in this value set represent the goals  associated with Less than high school education as identified by the Gravity Project; Data Element Scope: Supports the exchange of data for the Gravity SDOH Clinical Care FHIR implementation guide as well as other uses of these SDOH terms.; Inclusion Criteria: Includes SNOMED CT goals that have been identified through the Gravity Project community consensus voting process,,,False,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-03-02T19:16:26.897Z
[VSAC] Material Hardship Diagnoses ,[VSAC] Material Hardship Diagnoses ,,a39723f3-dc9c-48ce-90ff-06891c29114f,a39723f3-dc9c-48ce-90ff-06891c29114f,Under Construction,Awaiting Editing,Clinical Focus: <insert metadata> -  - The terms in this value set represent the diagnoses associated with material hardship as identified by the Gravity Project; Data Element Scope: Supports the exchange of data for the Gravity SDOH Clinical Care FHIR implementation guide as well as other uses of this SDOH terms.; Inclusion Criteria: Includes SNOMED CT diagnoses that have been identified through the Gravity Project community consensus voting process,,,False,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-03-02T19:16:26.898Z
[VSAC] Material Hardship Goals ,[VSAC] Material Hardship Goals ,,a39723f3-dc9c-48ce-90ff-06891c29114f,a39723f3-dc9c-48ce-90ff-06891c29114f,Under Construction,Awaiting Editing,Clinical Focus: <insert metadata> -  - The terms in this value set represent the goals associated with material hardship as identified by the Gravity Project; Data Element Scope: Supports the exchange of data for the Gravity SDOH Clinical Care FHIR implementation guide as well as other uses of this SDOH terms.; Inclusion Criteria: Includes SNOMED CT goals that have been identified through the Gravity Project community consensus voting process,,,False,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-03-02T19:16:26.898Z
[VSAC] Social Connection Diagnoses ,[VSAC] Social Connection Diagnoses ,,a39723f3-dc9c-48ce-90ff-06891c29114f,a39723f3-dc9c-48ce-90ff-06891c29114f,Under Construction,Awaiting Editing,Clinical Focus: <insert metadata> -  The terms in this value set represent the diagnoses associated with Social Connection as identified by the Gravity Project; Data Element Scope: Supports the exchange of data for the Gravity SDOH Clinical Care FHIR implementation guide as well as other uses of these SDOH terms.; Inclusion Criteria: Includes SNOMED CT diagnoses that have been identified through the Gravity Project community consensus voting process,,,False,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-03-02T19:16:26.898Z
[VSAC] Social Connection Goals ,[VSAC] Social Connection Goals ,,a39723f3-dc9c-48ce-90ff-06891c29114f,a39723f3-dc9c-48ce-90ff-06891c29114f,Under Construction,Awaiting Editing,"Clinical Focus: ""<insert metadata> - The terms in this value set represent the goals associated with Social Connection as identified by the Gravity Project""; Data Element Scope: Supports the exchange of data for the Gravity SDOH Clinical Care FHIR implementation guide as well as other uses of these SDOH terms.; Inclusion Criteria: Includes SNOMED CT goals that have been identified through the Gravity Project community consensus voting process",,,False,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-03-02T19:16:26.898Z
[VSAC] Social Connection Interventions ,[VSAC] Social Connection Interventions ,,a39723f3-dc9c-48ce-90ff-06891c29114f,a39723f3-dc9c-48ce-90ff-06891c29114f,Under Construction,Awaiting Editing,Clinical Focus: <insert metadata> -  - The terms in this value set represent the interventions associated with Social Connection as identified by the Gravity Project; Data Element Scope: Supports the exchange of data for the Gravity SDOH Clinical Care FHIR implementation guide as well as other uses of these SDOH terms.; Inclusion Criteria: Includes SNOMED CT interventions that have been identified through the Gravity Project community consensus voting process,,,False,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-03-02T19:16:26.898Z
[VSAC] Social Determinants of Health General Interventions ,[VSAC] Social Determinants of Health General Interventions ,,a39723f3-dc9c-48ce-90ff-06891c29114f,a39723f3-dc9c-48ce-90ff-06891c29114f,Under Construction,Awaiting Editing,Clinical Focus: <insert metadata> -  - The terms in this value set represent the general interventions associated with multiple domains as identified by the Gravity Project; Data Element Scope: Supports the exchange of data for the Gravity SDOH Clinical Care FHIR implementation guide as well as other uses of these SDOH terms.; Inclusion Criteria: Includes social determinants of health general interventions that have been identified through the Gravity Project community consensus voting process,,,False,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-03-02T19:16:26.899Z
[VSAC] Stress Diagnoses ,[VSAC] Stress Diagnoses ,,a39723f3-dc9c-48ce-90ff-06891c29114f,a39723f3-dc9c-48ce-90ff-06891c29114f,Under Construction,Awaiting Editing,Clinical Focus: <insert metadata> -  - The terms in this value set represent the diagnoses associated with Stress as identified by the Gravity Project; Data Element Scope: Supports the exchange of data for the Gravity SDOH Clinical Care FHIR implementation guide as well as other uses of these SDOH terms.; Inclusion Criteria: Includes SNOMED CT diagnoses that have been identified through the Gravity Project community consensus voting process,,,False,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-03-02T19:16:26.899Z
[VSAC] Stress Goals ,[VSAC] Stress Goals ,,a39723f3-dc9c-48ce-90ff-06891c29114f,a39723f3-dc9c-48ce-90ff-06891c29114f,Under Construction,Awaiting Editing,Clinical Focus: <insert metadata> -  - The terms in this value set represent the goals associated with Stress as identified by the Gravity Project; Data Element Scope: Supports the exchange of data for the Gravity SDOH Clinical Care FHIR implementation guide as well as other uses of these SDOH terms.; Inclusion Criteria: Includes SNOMED CT goals that have been identified through the Gravity Project community consensus voting process,,,False,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-03-02T19:16:26.899Z
[VSAC] Stress Interventions ,[VSAC] Stress Interventions ,,a39723f3-dc9c-48ce-90ff-06891c29114f,a39723f3-dc9c-48ce-90ff-06891c29114f,Under Construction,Awaiting Editing,Clinical Focus: <insert metadata> -  - The terms in this value set represent the interventions associated with Stress as identified by the Gravity Project; Data Element Scope: Supports the exchange of data for the Gravity SDOH Clinical Care FHIR implementation guide as well as other uses of these SDOH terms.; Inclusion Criteria: Includes SNOMED CT interventions that have been identified through the Gravity Project community consensus voting process,,,False,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-03-02T19:16:26.899Z
[VSAC] Transportation Insecurity Diagnoses ,[VSAC] Transportation Insecurity Diagnoses ,,a39723f3-dc9c-48ce-90ff-06891c29114f,a39723f3-dc9c-48ce-90ff-06891c29114f,Under Construction,Awaiting Editing,Clinical Focus: <insert metadata> -  - The terms in this value set represent the diagnoses associated with transportation insecurity as identified by the Gravity Project; Data Element Scope: Supports the exchange of data for the Gravity SDOH Clinical Care FHIR implementation guide as well as other uses of this SDOH terms.; Inclusion Criteria: Includes SNOMED CT diagnoses that have been identified through the Gravity Project community consensus voting process,,,False,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-03-02T19:16:26.900Z
[VSAC] Unemployment Diagnoses ,[VSAC] Unemployment Diagnoses ,,a39723f3-dc9c-48ce-90ff-06891c29114f,a39723f3-dc9c-48ce-90ff-06891c29114f,Under Construction,Awaiting Editing,Clinical Focus: <insert metadata> -  - The terms in this value set represent the diagnoses associated with unemployment as identified by the Gravity Project.; Data Element Scope: Supports the exchange of data for the Gravity SDOH Clinical Care FHIR implementation guide as well as other uses of this SDOH terms.; Inclusion Criteria: Includes SNOMED CT diagnoses that have been identified through the Gravity Project community consensus voting process,,,False,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-03-02T19:16:26.900Z
[VSAC] Unemployment Goals ,[VSAC] Unemployment Goals ,,a39723f3-dc9c-48ce-90ff-06891c29114f,a39723f3-dc9c-48ce-90ff-06891c29114f,Under Construction,Awaiting Editing,Clinical Focus: <insert metadata> -  - The terms in this value set represent the goals associated with unemployment as identified by the Gravity Project; Data Element Scope: Supports the exchange of data for the Gravity SDOH Clinical Care FHIR implementation guide as well as other uses of these SDOH terms.; Inclusion Criteria: Includes SNOMED CT goals that have been identified through the Gravity Project community consensus voting process,,,False,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-03-02T19:16:26.900Z
[VSAC] Unemployment Interventions ,[VSAC] Unemployment Interventions ,,a39723f3-dc9c-48ce-90ff-06891c29114f,a39723f3-dc9c-48ce-90ff-06891c29114f,Under Construction,Awaiting Editing,Clinical Focus: <insert metadata> -  - The terms in this value set represent the interventions  associated with unemployment as identified by the Gravity Project; Data Element Scope: Supports the exchange of data for the Gravity SDOH Clinical Care FHIR implementation guide as well as other uses of these SDOH terms.; Inclusion Criteria: Includes SNOMED CT interventions that have been identified through the Gravity Project community consensus voting process,,,False,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-03-02T19:16:26.900Z
[VSAC] Veteran Status Diagnoses ,[VSAC] Veteran Status Diagnoses ,,a39723f3-dc9c-48ce-90ff-06891c29114f,a39723f3-dc9c-48ce-90ff-06891c29114f,Under Construction,Awaiting Editing,Clinical Focus: <insert metadata> -  - The terms in this value set represent the diagnosis associated with Veteran Status as identified by the Gravity Project; Data Element Scope: Supports the exchange of data for the Gravity SDOH Clinical Care FHIR implementation guide as well as other uses of these SDOH terms.; Inclusion Criteria: Includes SNOMED CT diagnosis that have been identified through the Gravity Project community consensus voting process,,,False,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-03-02T19:16:26.900Z
[VSAC] Ischemic Stroke_Other,[VSAC] Ischemic Stroke_Other,,a39723f3-dc9c-48ce-90ff-06891c29114f,a39723f3-dc9c-48ce-90ff-06891c29114f,Under Construction,Awaiting Editing,Clinical Focus: The purpose of this value set is to represent concepts for diagnoses of ischemic strokes.; Data Element Scope: This value set may use a model element related to Diagnosis.; Inclusion Criteria: Includes concepts that represent a diagnosis of ischemic stroke.,,,False,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-03-02T19:16:26.901Z
[VSAC] Ischemic Stroke_Thrombosis,[VSAC] Ischemic Stroke_Thrombosis,,a39723f3-dc9c-48ce-90ff-06891c29114f,a39723f3-dc9c-48ce-90ff-06891c29114f,Under Construction,Awaiting Editing,Clinical Focus: The purpose of this value set is to represent concepts for diagnoses of ischemic strokes.; Data Element Scope: This value set may use a model element related to Diagnosis.; Inclusion Criteria: Includes concepts that represent a diagnosis of ischemic stroke.,,,False,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-03-02T19:16:26.901Z
[VSAC] Elder Abuse Procedures,[VSAC] Elder Abuse Procedures,,a39723f3-dc9c-48ce-90ff-06891c29114f,a39723f3-dc9c-48ce-90ff-06891c29114f,Under Construction,Awaiting Editing,Clinical Focus: <insert metadata>  - The value sets in this group represent the interventions associated with Elder Abuse as identified by the Gravity Project; Data Element Scope: Supports the Gravity SDOH Clinical Care FHIR Implementation guide for the exchange of procedure.code.; Inclusion Criteria: Includes SNOMED CT and CPT interventions that have been identified through the Gravity Project community consensus voting process,,,False,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-03-02T19:16:26.901Z
[VSAC] Financial Insecurity Procedures,[VSAC] Financial Insecurity Procedures,,a39723f3-dc9c-48ce-90ff-06891c29114f,a39723f3-dc9c-48ce-90ff-06891c29114f,Under Construction,Awaiting Editing,Clinical Focus: <insert metadata>  - The value sets in this group represent the interventions associated with financial insecurity as identified by the Gravity Project; Data Element Scope: Supports the Gravity SDOH Clinical Care FHIR Implementation guide for the exchange of procedure.code.; Inclusion Criteria: Includes SNOMED CT and CPT interventions that have been identified through the Gravity Project community consensus voting process,,,False,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-03-02T19:16:26.902Z
[VSAC] Food Insecurity Procedures,[VSAC] Food Insecurity Procedures,,a39723f3-dc9c-48ce-90ff-06891c29114f,a39723f3-dc9c-48ce-90ff-06891c29114f,Under Construction,Awaiting Editing,"Clinical Focus: <insert metadata> -  - The value sets in this group represent the interventions for food insecurity as identified by the Gravity Project; Data Element Scope: Supports the Gravity SDOH Clinical Care FHIR Implementation guide for the exchange of procedure.code elements; Inclusion Criteria: Includes SNOMED CT, CPT and HCPCS food insecurity interventions  that have been identified through the Gravity Project community consensus voting process",,,False,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-03-02T19:16:26.902Z
[VSAC] Homelessness Procedures,[VSAC] Homelessness Procedures,,a39723f3-dc9c-48ce-90ff-06891c29114f,a39723f3-dc9c-48ce-90ff-06891c29114f,Under Construction,Awaiting Editing,Clinical Focus: <insert metadata> The value sets in this group represent the interventions associated with homelessness as identified by the Gravity Project.; Data Element Scope: Supports the Gravity SDOH Clinical Care FHIR Implementation guide for the exchange of procedure.code resource element.; Inclusion Criteria: Includes SNOMED CT and CPT interventions that have been identified through the Gravity Project community consensus voting process,,,False,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-03-02T19:16:26.902Z
[VSAC] Housing Instability Procedures,[VSAC] Housing Instability Procedures,,a39723f3-dc9c-48ce-90ff-06891c29114f,a39723f3-dc9c-48ce-90ff-06891c29114f,Under Construction,Awaiting Editing,Clinical Focus: <insert metadata> The value sets in this group represent the interventions associated with housing instability as identified by the Gravity Project; Data Element Scope: Supports the Gravity SDOH Clinical Care FHIR Implementation guide for the exchange of procedure.code.; Inclusion Criteria: Includes SNOMED CT and CPT interventions that have been identified through the Gravity Project community consensus voting process,,,False,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-03-02T19:16:26.902Z
[VSAC] Inadequate Housing Procedures,[VSAC] Inadequate Housing Procedures,,a39723f3-dc9c-48ce-90ff-06891c29114f,a39723f3-dc9c-48ce-90ff-06891c29114f,Under Construction,Awaiting Editing,Clinical Focus: <insert metadata> The value sets in this group represent the interventions associated with inadequate housing as identified by the Gravity Project; Data Element Scope: Supports the Gravity SDOH Clinical Care FHIR Implementation guide for the exchange of procedure.code.; Inclusion Criteria: Includes SNOMED CT and CPT interventions that have been identified through the Gravity Project community consensus voting process,,,False,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-03-02T19:16:26.903Z
[VSAC] Intimate Partner Violence Procedures,[VSAC] Intimate Partner Violence Procedures,,a39723f3-dc9c-48ce-90ff-06891c29114f,a39723f3-dc9c-48ce-90ff-06891c29114f,Under Construction,Awaiting Editing,Clinical Focus: insert metadata>  -  - The value sets in this group represent the interventions associated with Intimate Partner Violence as identified by the Gravity Project; Data Element Scope: Supports the Gravity SDOH Clinical Care FHIR Implementation guide for the exchange of procedure.code.; Inclusion Criteria: Includes SNOMED CT and CPT interventions that have been identified through the Gravity Project community consensus voting process,,,False,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-03-02T19:16:26.903Z
[VSAC] Less than high school education Procedures,[VSAC] Less than high school education Procedures,,a39723f3-dc9c-48ce-90ff-06891c29114f,a39723f3-dc9c-48ce-90ff-06891c29114f,Under Construction,Awaiting Editing,Clinical Focus: <insert metadata>  - The value sets in this group represent the interventions associated with Less than high school education as identified by the Gravity Project.; Data Element Scope: Supports the Gravity SDOH Clinical Care FHIR Implementation guide for the exchange of procedure.code.; Inclusion Criteria: Includes SNOMED CT and CPT codes that have been identified through the Gravity Project community consensus voting process,,,False,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-03-02T19:16:26.903Z
[VSAC] Material Hardship Procedures,[VSAC] Material Hardship Procedures,,a39723f3-dc9c-48ce-90ff-06891c29114f,a39723f3-dc9c-48ce-90ff-06891c29114f,Under Construction,Awaiting Editing,Clinical Focus: <insert metadata>  - The value sets in this group represent the interventions associated with material hardship as identified by the Gravity Project; Data Element Scope: Supports the Gravity SDOH Clinical Care FHIR Implementation guide for the exchange of procedure.code.; Inclusion Criteria: Includes SNOMED CT and CPT interventions that have been identified through the Gravity Project community consensus voting process,,,False,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-03-02T19:16:26.903Z
[VSAC] Social Connection Procedures,[VSAC] Social Connection Procedures,,a39723f3-dc9c-48ce-90ff-06891c29114f,a39723f3-dc9c-48ce-90ff-06891c29114f,Under Construction,Awaiting Editing,Clinical Focus: <insert metadata>  -  - The value sets in this group represent the intervention associated with Social Connection as identified by the Gravity Project; Data Element Scope: Supports the Gravity SDOH Clinical Care FHIR Implementation guide for the exchange of procedure.code.; Inclusion Criteria: Includes SNOMED CT and CPT interventions that have been identified through the Gravity Project community consensus voting process,,,False,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-03-02T19:16:26.904Z
[VSAC] Social Determinants of Health Goals,[VSAC] Social Determinants of Health Goals,,a39723f3-dc9c-48ce-90ff-06891c29114f,a39723f3-dc9c-48ce-90ff-06891c29114f,Under Construction,Awaiting Editing,Clinical Focus: The value sets in this group represent all of the individual domain goals identified by the Gravity Project; Data Element Scope: Supports the Gravity SDOH Clinical Care FHIR Implementation guide for the exchange of goal resource elements.; Inclusion Criteria: Includes SNOMED CT goals that have been identified through the Gravity Project community consensus voting process,,,False,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-03-02T19:16:26.904Z
[VSAC] Social Determinants of Health Procedures,[VSAC] Social Determinants of Health Procedures,,a39723f3-dc9c-48ce-90ff-06891c29114f,a39723f3-dc9c-48ce-90ff-06891c29114f,Under Construction,Awaiting Editing,"Clinical Focus: The value sets in this group represent all of the individual domain interventions identified by the Gravity Project; Data Element Scope: Supports the Gravity SDOH Clinical Care FHIR Implementation guide for the exchange of procedure resource elements.; Inclusion Criteria: Includes SNOMED CT, CPT and HCPCS interventions that have been identified through the Gravity Project community consensus voting process",,,False,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-03-02T19:16:26.904Z
[VSAC] Stress Procedures,[VSAC] Stress Procedures,,a39723f3-dc9c-48ce-90ff-06891c29114f,a39723f3-dc9c-48ce-90ff-06891c29114f,Under Construction,Awaiting Editing,Clinical Focus: <insert metadata>  - The value sets in this group represent the interventions associated with Stress as identified by the Gravity Project; Data Element Scope: Supports the Gravity SDOH Clinical Care FHIR Implementation guide for the exchange of procedure.code.; Inclusion Criteria: Includes SNOMED CT and CPT interventions that have been identified through the Gravity Project community consensus voting process,,,False,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-03-02T19:16:26.905Z
[VSAC] Transportation Insecurity Procedures,[VSAC] Transportation Insecurity Procedures,,a39723f3-dc9c-48ce-90ff-06891c29114f,a39723f3-dc9c-48ce-90ff-06891c29114f,Under Construction,Awaiting Editing,Clinical Focus: <insert metadata>  - The value sets in this group represent the interventions associated with transportation insecurity as identified by the Gravity Project; Data Element Scope: Supports the Gravity SDOH Clinical Care FHIR Implementation guide for the exchange of procedure.code.; Inclusion Criteria: Includes SNOMED CT and CPT interventions that have been identified through the Gravity Project community consensus voting process,,,False,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-03-02T19:16:26.905Z
[VSAC] Unemployment Procedures,[VSAC] Unemployment Procedures,,a39723f3-dc9c-48ce-90ff-06891c29114f,a39723f3-dc9c-48ce-90ff-06891c29114f,Under Construction,Awaiting Editing,Clinical Focus: <insert metadata> -  The value sets in this group represent the interventions associated with unemployment as identified by the Gravity Project; Data Element Scope: Supports the Gravity SDOH Clinical Care FHIR Implementation guide for the exchange of procedure.code.; Inclusion Criteria: Includes SNOMED CT and CPT intervention codes that have been identified through the Gravity Project community consensus voting process,,,False,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-03-02T19:16:26.905Z
[VSAC] Veteran Status Procedures,[VSAC] Veteran Status Procedures,,a39723f3-dc9c-48ce-90ff-06891c29114f,a39723f3-dc9c-48ce-90ff-06891c29114f,Under Construction,Awaiting Editing,Clinical Focus: <insert metadata> The value sets in this group represent the interventions associated with Veterans Status as identified by the Gravity Project; Data Element Scope: Supports the Gravity SDOH Clinical Care FHIR Implementation guide for the exchange of procedure.code.; Inclusion Criteria: Includes SNOMED CT and CPT interventions that have been identified through the Gravity Project community consensus voting process,,,False,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-03-02T19:16:26.906Z
